0728 15:02:44.228;Starting 1121E5.8 Path: D:\Git\VkXmppGate\dpr\xmppGate.exe
0728 15:02:44.252;Port Bound: 5224
0728 15:06:12.245;Restarting from GUI
0728 15:06:12.250;csRestart entered
0728 15:06:12.255;before ShellExecute
0728 15:06:12.373;after ShellExecute
